Park ID,Park Name,Location Description,District,Classification Type,Neighbourhood,Electoral Ward,Total Area in Hectares,Water Area in Hectares
769,Egerton-Clonard North Riverbank,E side Egerton Rd between Blenheim Ave & Clonard Ave,East,Linkage,GLENWOOD,St. Vital,0.1205,0.004266
771,Ross Avenue Park,755 Ross Ave,North Downtown,Neighbourhood,WEST ALEXANDER,Point Douglas,0.073455,0
772,Carey Park,Between 68 & 88 Kingston Row,East,Neighbourhood,ELM PARK,St. Vital,0.806416,0
773,Norfolk Park,11 Norfolk Ave,East,Neighbourhood,KINGSTON CRESCENT,St. Vital,0.110595,0
788,Norberry-Glenlee C.C-Walter Jennings Site,176 Worthington Ave,East,Community,WORTHINGTON,St. Vital,1.936595,0
774,Kingston Park,320 Kingston Cres,East,Neighbourhood,KINGSTON CRESCENT,St. Vital,0.526724,0
776,Canoe Club Park,E side Dunkirk Pl streetend,East,Linkage,KINGSTON CRESCENT,St. Vital,1.342106,0.04691
775,Dunkirk-Glen Buffer,"E side of Dunkirk Dr, W of 62 Glen Ave",East,Buffer,NORBERRY,St. Vital,0.155821,0
778,St. David Park,28 St. David Rd,East,Neighbourhood,ST. GEORGE,St. Vital,0.217631,0
760,Enfield Park East,136 Enfield Cres,East,Neighbourhood,NORWOOD EAST,St. Boniface,0.085806,0
766,Blenheim Park,E side Egerton Rd at Blenheim Ave,East,Nature,GLENWOOD,St. Vital,0.930033,0.030203
767,St. Mary's-St. Anne's Parkway,588 St. Mary's Rd,East,Linkage,ELM PARK,St. Vital,0.542202,0.027645
779,Fermor Avenue Image Route Park,N of 246 St. Anne's Rd,East,Neighbourhood,ST. GEORGE,St. Vital,0.048233,0
78,South St. Vital Greenway-2,"E side of Paddington Rd, E to Charing Cross Cres",East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,0.678377,0
784,Victoria Crescent River Access,Between 260 Victoria Cres &  3 Victoria Row,East,Linkage,VICTORIA CRESCENT,St. Vital,0.162036,0.002141
79,Northwood C.C,1415 Burrows Ave,North,Community,SHAUGHNESSY PARK,Point Douglas,1.54478,0
785,Harris Park,135 Lotus Ln,East,Neighbourhood,VICTORIA CRESCENT,St. Vital,3.427088,0.035377
786,Norberry Buffer,NE Kenwood Pl & Dunkirk Dr,East,Buffer,NORBERRY,St. Vital,0.051999,0
787,Sadler Riverbank,E side Sadler Ave streetend,East,Nature,LAVALEE,St. Vital,0.502316,0
789,Pulberry Park,55 Cabot Cres,East,Neighbourhood,PULBERRY,St. Vital,1.211831,0
800,Sandralm Bay Buffer,S side Bishop Grandin Blvd N of Sandralin By,East,Buffer,MINNETONKA,St. Vital,0.032667,0
975,Sandpiper Park West,80 Sandpiper Dr,South,Neighbourhood,RICHMOND WEST,Waverley West,0.275691,0
715,St. Boniface East Rail Line Buffer,S of 910 Lagimodiere Blvd,East,Fragment,HOLDEN,St. Boniface,0.014292,0
724,Dawson Road Buffer,"E sdie of Paterson S, N of Lochmoor Ave",East,Buffer,WINDSOR PARK,St. Boniface,0.169713,0
727,Archibald Greenspace,NW Provencher Blvd & Archibald St,East,Buffer,NORTH ST. BONIFACE,St. Boniface,0.047917,0
790,St. Vital Park,190 River Rd,East,Regional,PULBERRY,St. Vital,47.751781,1.545674
793,Parc Jules Mager Park,"E side of River Rd, N of St. Michael Rd",East,Neighbourhood,PULBERRY,St. Vital,0.567786,0
795,Demare-Dodick Park,39 Kilmarnock By,East,Neighbourhood,PULBERRY,St. Vital,0.840124,0
796,Twin Pine Park,E side Twin Pine Rd between Avalon Rd & Riel Ave,East,Neighbourhood,MINNETONKA,St. Vital,0.196364,0
735,Archibald Riverbank,"W of (behind) 330 Archibald St, E of the Seine River",East,Linkage,MISSION INDUSTRIAL,St. Boniface,0.162704,0
746,Parc Orange Park,170 Notre Dame St,East,Neighbourhood,NORTH ST. BONIFACE,St. Boniface,0.112552,0
976,Sandpiper Park East,100 Sandpiper Dr,South,Neighbourhood,RICHMOND WEST,Waverley West,0.211042,0
803,Willowmeade Park,115 Willowmeade Cres,East,Neighbourhood,MEADOWOOD,St. Vital,0.268528,0
804,Seine River Greenway-Bishop Grandin Boulevard,E of 541 St. Anne's Rd,East,Nature,MEADOWOOD,St. Vital,0.149395,0
805,Wayne Ruff Park,65 Glen Meadow St,East,Neighbourhood,MINNETONKA,St. Vital,1.795796,0
806,St. Germain Park,125 Winslow Dr,East,Neighbourhood,MINNETONKA,St. Vital,5.373877,0
797,Golden Willow Park,"E side Fernleaf Dr, S of Avalon Rd",East,Neighbourhood,MINNETONKA,St. Vital,0.150379,0
808,John Bruce Park,579 St. Anne's Rd,East,Nature,MEADOWOOD,St. Vital,3.828332,0
801,Warrendale Buffer-2,"S side Bishop Grandin Blvd, N of Warrendale Pl",East,Buffer,MINNETONKA,St. Vital,0.022266,0
810,Greendell C.C,75 Woodlawn Ave,East,Community,MINNETONKA,St. Vital,1.627447,0
750,Heather Park,130 Seine St,East,Linkage,NORWOOD EAST,St. Boniface,2.023072,0
756,Metcalfe North Riverbank,660 Lyndale Dr,East,Linkage,NORWOOD WEST,St. Boniface,0.488128,0.06434
809,Minnetonka Forest,595 River Rd,East,Nature,MINNETONKA,St. Vital,2.01896,0
825,Boni-Vital Greenway South A,S of 2334 St. Mary's Rd,East,Neighbourhood,NORMAND PARK,St. Norbert - Seine River,0.363217,0
807,Oakleaf Park,35 Oakleaf Dr,East,Neighbourhood,MINNETONKA,St. Vital,0.359287,0
812,Parc Hazelwood Park,123 Hazelwood Cres,East,Neighbourhood,VISTA,St. Vital,0.698429,0
813,Brentford Park,70 Brentford Rd,East,Neighbourhood,MEADOWOOD,St. Vital,6.279104,0
814,Meadowood Park,Lodgepine By at Meadowood Dr,East,Neighbourhood,MEADOWOOD,St. Vital,0.282437,0
816,Riccardo De Thomasis Park,55 Polydore Rd,East,Neighbourhood,DAKOTA CROSSING,St. Norbert - Seine River,2.924884,0
989,Chancellor-CPR Buffer South,"E of Gull Lake Rd, S of Chancellor Dr",South,Buffer,WAVERLEY HEIGHTS,Waverley West,0.343882,0
817,River Road Park East,E side Red River S of River Rd,East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,2.788422,0.297946
819,Seine River Greenway-Perimeter,"S of Perimeter Hwy, N of 88 Sumka Rd",East,Nature,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,0.475606,0.077649
820,Charing Cross Park,66 Charing Cross Cres (playground located at 55 John Forsyth Rd),East,Community,RIVER PARK SOUTH,St. Norbert - Seine River,4.36427,0
831,Sioux Road W South Riverbank,"N of Prairie Gr, W side CPR Row",East,Nature,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,0.532505,0.078251
821,Hal Rogers Kinsmen Park,332 Paddington Rd,East,Community,RIVER PARK SOUTH,St. Norbert - Seine River,2.37023,0
834,William Johnstone Park,173 Vista Ave,East,Neighbourhood,VISTA,St. Vital,0.383527,0
822,Henteleff Park,1964 St. Mary's Rd,East,Linkage,NORMAND PARK,St. Norbert - Seine River,20.726459,0.414258
824,Normand Park,77 Normand Park Dr,East,Linkage,NORMAND PARK,St. Norbert - Seine River,6.568104,0.269804
941,Joe Malone Park,55 Boulton By,South,Community,MATHERS,River Heights - Fort Garry,2.957655,0
972,Bairdmore Park,750 Bairdmore Blvd,South,Community,RICHMOND WEST,Waverley West,4.097344,0
987,Chancellor Park,1264 Markham Rd,South,Community,WAVERLEY HEIGHTS,Waverley West,5.049663,1.650255
990,Blue Lake Park,15 Blue Lake Bay,South,Neighbourhood,WAVERLEY HEIGHTS,Waverley West,1.004914,0
